offset,topic,payload
1m3.1796231s,BMS/v1/PUB/Value/Rack/RackLiquidDifferentialPressure/nvidia/titan/pod1C/rowE/rack03/energyValve/dp/feedback/value,"{""value"":79.01,""timestamp"":{{timestamp_ms}},""quality"":1}"
1m3.1843083s,BMS/v1/PUB/Value/Rack/RackLiquidFlow/nvidia/titan/pod1C/rowE/rack06/energyValve/flow/feedback/value,"{""value"":51.343,""timestamp"":{{timestamp_ms}},""quality"":1}"
1m3.1851351s,BMS/v1/PUB/Value/Rack/RackLiquidFlow/nvidia/titan/pod1C/rowE/rack02/energyValve/flow/feedback/value,"{""value"":50.863,""timestamp"":{{timestamp_ms}},""quality"":1}"
1m3.1867339s,BMS/v1/PUB/Value/Rack/RackLiquidFlow/nvidia/titan/pod1C/rowE/rack03/energyValve/flow/feedback/value,"{""value"":50.216,""timestamp"":{{timestamp_ms}},""quality"":1}"
1m3.1872351s,BMS/v1/PUB/Value/Rack/RackLiquidFlow/nvidia/titan/pod1C/rowE/rack04/energyValve/flow/feedback/value,"{""value"":50.026,""timestamp"":{{timestamp_ms}},""quality"":1}"
1m3.1899082s,BMS/v1/PUB/Value/Sensor/AirRelativeHumidity/nvidia/titan/pod1C/rowE/environment/coldAisle/relativeHumidity/rH02/feedback/value,"{""value"":35.91527,""timestamp"":{{timestamp_ms}},""quality"":1}"
1m3.1998621s,BMS/v1/PUB/Value/PowerMeter/PhaseCurrent/nvidia/titan/pod1C/rowE/rack05/C-E05-TAP-E1/current/phase1/value,"{""value"":43.001,""timestamp"":{{timestamp_ms}},""quality"":1}"
1m3.2001131s,BMS/v1/PUB/Value/PowerMeter/PhaseCurrent/nvidia/titan/pod1C/rowE/rack05/C-E05-TAP-E1/current/phase3/value,"{""value"":42.996,""timestamp"":{{timestamp_ms}},""quality"":1}"
1m3.2004751s,BMS/v1/PUB/Value/Rack/RackLiquidReturnTemperature/nvidia/titan/pod1C/rowE/rack04/energyValve/returnTemperature/feedback/value,"{""value"":46.82,""timestamp"":{{timestamp_ms}},""quality"":1}"
1m3.201998s,BMS/v1/PUB/Value/PowerMeter/ActivePower/nvidia/titan/pod1C/C-E-BUS-E2/info/activePower/value,"{""value"":111.073,""timestamp"":{{timestamp_ms}},""quality"":1}"
1m3.2026521s,BMS/v1/PUB/Value/PowerMeter/ApparentPower/nvidia/titan/pod1C/C-E-BUS-E2/info/apparentPower/value,"{""value"":112.922,""timestamp"":{{timestamp_ms}},""quality"":1}"
1m3.2036751s,BMS/v1/PUB/Value/PowerMeter/Frequency/nvidia/titan/pod1C/rowE/rack05/C-E05-TAP-E1/frequency/value,"{""value"":60.007,""timestamp"":{{timestamp_ms}},""quality"":1}"
1m3.2041541s,BMS/v1/PUB/Value/PowerMeter/Voltage/nvidia/titan/pod1C/C-E-BUS-E1/info/voltage/voltage/value,"{""value"":408.25,""timestamp"":{{timestamp_ms}},""quality"":1}"
1m3.2061811s,BMS/v1/PUB/Value/Sensor/AirTemperature/nvidia/titan/pod1C/rowE/environment/hotAisle/temperature/temp01/feedback/value,"{""value"":28.60807,""timestamp"":{{timestamp_ms}},""quality"":1}"
1m3.3262021s,BMS/v1/PUB/Value/PowerMeter/PhaseCurrent/nvidia/titan/pod1C/rowE/rack05/C-E05-TAP-E1/current/phase2/value,"{""value"":42.906,""timestamp"":{{timestamp_ms}},""quality"":1}"
1m3.3297391s,BMS/v1/PUB/Value/Sensor/Sound/nvidia/titan/pod1C/rowE/environment/coldAisle/sound/sound02/feedback/value,"{""value"":68.00005,""timestamp"":{{timestamp_ms}},""quality"":1}"
1m3.3300991s,BMS/v1/PUB/Value/PowerMeter/Voltage/nvidia/titan/pod1C/C-E-BUS-E2/info/voltage/voltage/value,"{""value"":408.49,""timestamp"":{{timestamp_ms}},""quality"":1}"
1m3.3304713s,BMS/v1/PUB/Value/Sensor/AirRelativeHumidity/nvidia/titan/pod1C/rowE/environment/coldAisle/relativeHumidity/rH01/feedback/value,"{""value"":32.34144,""timestamp"":{{timestamp_ms}},""quality"":1}"
1m3.3674911s,BMS/v1/PUB/Value/Sensor/AirTemperature/nvidia/titan/pod1C/rowE/environment/coldAisle/temperature/temp01/feedback/value,"{""value"":26.405907,""timestamp"":{{timestamp_ms}},""quality"":1}"
1m3.375834s,BMS/v1/PUB/Value/PowerMeter/ApparentPower/nvidia/titan/pod1C/rowE/rack05/C-E05-TAP-E1/power/apparentPower/value,"{""value"":29.202,""timestamp"":{{timestamp_ms}},""quality"":1}"
1m3.3776641s,BMS/v1/PUB/Value/CDU/LiquidPressure/nvidia/titan/pod1C/C-F00-CDU-05/primary/outlet/pressure/feedback/value,"{""value"":195.81119,""timestamp"":{{timestamp_ms}},""quality"":1}"
1m3.3781261s,BMS/v1/PUB/Value/Sensor/Sound/nvidia/titan/pod1C/rowE/environment/hotAisle/sound/sound01/feedback/value,"{""value"":67.00005,""timestamp"":{{timestamp_ms}},""quality"":1}"
1m3.3800871s,BMS/v1/PUB/Value/Rack/RackLiquidReturnTemperature/nvidia/titan/pod1C/rowE/rack06/energyValve/returnTemperature/feedback/value,"{""value"":43.16,""timestamp"":{{timestamp_ms}},""quality"":1}"
1m3.3806281s,BMS/v1/PUB/Value/Sensor/AirTemperature/nvidia/titan/pod1C/rowE/environment/hotAisle/temperature/temp02/feedback/value,"{""value"":27.727463,""timestamp"":{{timestamp_ms}},""quality"":1}"
1m3.3815041s,BMS/v1/PUB/Value/Sensor/AirRelativeHumidity/nvidia/titan/pod1C/rowE/environment/hotAisle/relativeHumidity/rH02/feedback/value,"{""value"":29.956823,""timestamp"":{{timestamp_ms}},""quality"":1}"
1m3.3820311s,BMS/v1/PUB/Value/PowerMeter/Frequency/nvidia/titan/pod1C/C-E-BUS-E2/info/frequency/value,"{""value"":60.008,""timestamp"":{{timestamp_ms}},""quality"":1}"
1m3.3829581s,BMS/v1/PUB/Value/Sensor/AirDifferentialPressure/nvidia/titan/pod1C/rowE/environment/dp/dp02/feedback/value,"{""value"":0.054075122,""timestamp"":{{timestamp_ms}},""quality"":1}"
1m3.3844171s,BMS/v1/PUB/Value/PowerMeter/Frequency/nvidia/titan/pod1C/C-E-BUS-E1/info/frequency/value,"{""value"":60.009,""timestamp"":{{timestamp_ms}},""quality"":1}"
1m3.3856491s,BMS/v1/PUB/Value/CDU/LiquidPressure/nvidia/titan/pod1C/C-F00-CDU-05/primary/inlet/pressure/feedback/value,"{""value"":287.5115,""timestamp"":{{timestamp_ms}},""quality"":1}"
1m3.3880491s,BMS/v1/PUB/Value/PowerMeter/ActivePower/nvidia/titan/pod1C/C-E-BUS-E1/info/activePower/value,"{""value"":103.018,""timestamp"":{{timestamp_ms}},""quality"":1}"
1m3.388258s,BMS/v1/PUB/Value/Sensor/AirDifferentialPressure/nvidia/titan/pod1C/rowE/environment/dp/dp01/feedback/value,"{""value"":0.02901727,""timestamp"":{{timestamp_ms}},""quality"":1}"
1m3.3887453s,BMS/v1/PUB/Value/PowerMeter/ApparentPower/nvidia/titan/pod1C/C-E-BUS-E1/info/apparentPower/value,"{""value"":104.649,""timestamp"":{{timestamp_ms}},""quality"":1}"
1m3.3907901s,BMS/v1/PUB/Value/PowerMeter/Current/nvidia/titan/pod1C/rowE/rack05/C-E05-TAP-E1/current/current/value,"{""value"":42.967686,""timestamp"":{{timestamp_ms}},""quality"":1}"
1m3.3934541s,BMS/v1/PUB/Value/Rack/RackLiquidDifferentialPressure/nvidia/titan/pod1C/rowE/rack02/energyValve/dp/feedback/value,"{""value"":190.21,""timestamp"":{{timestamp_ms}},""quality"":1}"
1m3.3948851s,BMS/v1/PUB/Value/Rack/RackLiquidDifferentialPressure/nvidia/titan/pod1C/rowE/rack05/energyValve/dp/feedback/value,"{""value"":79.99,""timestamp"":{{timestamp_ms}},""quality"":1}"
1m3.395916s,BMS/v1/PUB/Value/PowerMeter/Current/nvidia/titan/pod1C/rowE/rack05/C-E05-TAP-E1/current/maxCurrent/value,"{""value"":43.001,""timestamp"":{{timestamp_ms}},""quality"":1}"
1m3.3979281s,BMS/v1/PUB/Value/Rack/RackLiquidDifferentialPressure/nvidia/titan/pod1C/rowE/rack04/energyValve/dp/feedback/value,"{""value"":78.87,""timestamp"":{{timestamp_ms}},""quality"":1}"
1m4.1514521s,BMS/v1/PUB/Value/Sensor/AirTemperature/nvidia/titan/pod1C/rowE/environment/coldAisle/temperature/temp02/feedback/value,"{""value"":24.669296,""timestamp"":{{timestamp_ms}},""quality"":1}"
1m4.1579901s,BMS/v1/PUB/Value/Rack/RackLiquidDifferentialPressure/nvidia/titan/pod1C/rowE/rack03/energyValve/dp/feedback/value,"{""value"":78.93,""timestamp"":{{timestamp_ms}},""quality"":1}"
1m4.1617253s,BMS/v1/PUB/Value/Sensor/AirRelativeHumidity/nvidia/titan/pod1C/rowE/environment/hotAisle/relativeHumidity/rH01/feedback/value,"{""value"":28.620678,""timestamp"":{{timestamp_ms}},""quality"":1}"
1m4.1635661s,BMS/v1/PUB/Value/Rack/RackLiquidFlow/nvidia/titan/pod1C/rowE/rack05/energyValve/flow/feedback/value,"{""value"":50.871,""timestamp"":{{timestamp_ms}},""quality"":1}"
1m4.1642021s,BMS/v1/PUB/Value/Rack/RackLiquidFlow/nvidia/titan/pod1C/rowE/rack06/energyValve/flow/feedback/value,"{""value"":51.081,""timestamp"":{{timestamp_ms}},""quality"":1}"
1m4.1654162s,BMS/v1/PUB/Value/Rack/RackLiquidFlow/nvidia/titan/pod1C/rowE/rack02/energyValve/flow/feedback/value,"{""value"":50.748,""timestamp"":{{timestamp_ms}},""quality"":1}"
1m4.1673519s,BMS/v1/PUB/Value/Rack/RackLiquidFlow/nvidia/titan/pod1C/rowE/rack03/energyValve/flow/feedback/value,"{""value"":50.13,""timestamp"":{{timestamp_ms}},""quality"":1}"
1m4.1684589s,BMS/v1/PUB/Value/Sensor/AirRelativeHumidity/nvidia/titan/pod1C/rowE/environment/coldAisle/relativeHumidity/rH02/feedback/value,"{""value"":35.917397,""timestamp"":{{timestamp_ms}},""quality"":1}"
1m4.1722421s,BMS/v1/PUB/Value/PowerMeter/PhaseCurrent/nvidia/titan/pod1C/rowE/rack05/C-E05-TAP-E1/current/phase1/value,"{""value"":42.997,""timestamp"":{{timestamp_ms}},""quality"":1}"
1m4.1725831s,BMS/v1/PUB/Value/PowerMeter/PhaseCurrent/nvidia/titan/pod1C/rowE/rack05/C-E05-TAP-E1/current/phase3/value,"{""value"":42.993,""timestamp"":{{timestamp_ms}},""quality"":1}"
1m4.1728601s,BMS/v1/PUB/Value/PowerMeter/PhaseCurrent/nvidia/titan/pod1C/rowE/rack05/C-E05-TAP-E2/current/phase3/value,"{""value"":24.3,""timestamp"":{{timestamp_ms}},""quality"":1}"
1m4.1741311s,BMS/v1/PUB/Value/PowerMeter/ActivePower/nvidia/titan/pod1C/C-E-BUS-E2/info/activePower/value,"{""value"":111.064995,""timestamp"":{{timestamp_ms}},""quality"":1}"
1m4.1744281s,BMS/v1/PUB/Value/PowerMeter/ApparentPower/nvidia/titan/pod1C/rowE/rack05/C-E05-TAP-E2/power/apparentPower/value,"{""value"":19.411,""timestamp"":{{timestamp_ms}},""quality"":1}"
1m4.1746691s,BMS/v1/PUB/Value/PowerMeter/PhaseCurrent/nvidia/titan/pod1C/rowE/rack05/C-E05-TAP-E2/current/phase1/value,"{""value"":27.862,""timestamp"":{{timestamp_ms}},""quality"":1}"
1m4.1751711s,BMS/v1/PUB/Value/PowerMeter/ApparentPower/nvidia/titan/pod1C/C-E-BUS-E2/info/apparentPower/value,"{""value"":112.913,""timestamp"":{{timestamp_ms}},""quality"":1}"
1m4.175663s,BMS/v1/PUB/Value/PowerMeter/Current/nvidia/titan/pod1C/rowE/rack05/C-E05-TAP-E2/current/current/value,"{""value"":28.81342,""timestamp"":{{timestamp_ms}},""quality"":1}"
1m4.1762233s,BMS/v1/PUB/Value/PowerMeter/Frequency/nvidia/titan/pod1C/rowE/rack05/C-E05-TAP-E1/frequency/value,"{""value"":60.008,""timestamp"":{{timestamp_ms}},""quality"":1}"
1m4.1769431s,BMS/v1/PUB/Value/PowerMeter/Voltage/nvidia/titan/pod1C/C-E-BUS-E1/info/voltage/voltage/value,"{""value"":408.27,""timestamp"":{{timestamp_ms}},""quality"":1}"
1m4.1796111s,BMS/v1/PUB/Value/Sensor/AirTemperature/nvidia/titan/pod1C/rowE/environment/hotAisle/temperature/temp01/feedback/value,"{""value"":28.607758,""timestamp"":{{timestamp_ms}},""quality"":1}"
1m4.3263431s,BMS/v1/PUB/Value/PowerMeter/PhaseCurrent/nvidia/titan/pod1C/rowE/rack05/C-E05-TAP-E1/current/phase2/value,"{""value"":42.904,""timestamp"":{{timestamp_ms}},""quality"":1}"
1m4.3290562s,BMS/v1/PUB/Value/PowerMeter/Voltage/nvidia/titan/pod1C/C-E-BUS-E2/info/voltage/voltage/value,"{""value"":408.48,""timestamp"":{{timestamp_ms}},""quality"":1}"
1m4.3294933s,BMS/v1/PUB/Value/Sensor/AirRelativeHumidity/nvidia/titan/pod1C/rowE/environment/coldAisle/relativeHumidity/rH01/feedback/value,"{""value"":32.345463,""timestamp"":{{timestamp_ms}},""quality"":1}"
1m4.3309741s,BMS/v1/PUB/Value/Sensor/AirTemperature/nvidia/titan/pod1C/rowE/environment/coldAisle/temperature/temp01/feedback/value,"{""value"":26.40577,""timestamp"":{{timestamp_ms}},""quality"":1}"
1m4.3350541s,BMS/v1/PUB/Value/PowerMeter/ApparentPower/nvidia/titan/pod1C/rowE/rack05/C-E05-TAP-E1/power/apparentPower/value,"{""value"":29.197,""timestamp"":{{timestamp_ms}},""quality"":1}"
1m4.3366933s,BMS/v1/PUB/Value/CDU/LiquidPressure/nvidia/titan/pod1C/C-F00-CDU-05/primary/outlet/pressure/feedback/value,"{""value"":197.19014,""timestamp"":{{timestamp_ms}},""quality"":1}"
1m4.3376021s,BMS/v1/PUB/Value/Rack/RackLiquidReturnTemperature/nvidia/titan/pod1C/rowE/rack06/energyValve/returnTemperature/feedback/value,"{""value"":43.15,""timestamp"":{{timestamp_ms}},""quality"":1}"
1m4.3390061s,BMS/v1/PUB/Value/Sensor/AirRelativeHumidity/nvidia/titan/pod1C/rowE/environment/hotAisle/relativeHumidity/rH02/feedback/value,"{""value"":29.959297,""timestamp"":{{timestamp_ms}},""quality"":1}"
1m4.3393521s,BMS/v1/PUB/Value/PowerMeter/Frequency/nvidia/titan/pod1C/C-E-BUS-E2/info/frequency/value,"{""value"":60.009,""timestamp"":{{timestamp_ms}},""quality"":1}"
1m4.3737041s,BMS/v1/PUB/Value/PowerMeter/Frequency/nvidia/titan/pod1C/C-E-BUS-E1/info/frequency/value,"{""value"":60.01,""timestamp"":{{timestamp_ms}},""quality"":1}"
1m4.3758271s,BMS/v1/PUB/Value/CDU/LiquidPressure/nvidia/titan/pod1C/C-F00-CDU-05/primary/inlet/pressure/feedback/value,"{""value"":288.89044,""timestamp"":{{timestamp_ms}},""quality"":1}"
1m4.3784491s,BMS/v1/PUB/Value/Rack/RackLiquidSupplyTemperature/nvidia/titan/pod1C/rowE/rack05/energyValve/supplyTemperature/feedback/value,"{""value"":32.7,""timestamp"":{{timestamp_ms}},""quality"":1}"
1m4.3801411s,BMS/v1/PUB/Value/PowerMeter/ActivePower/nvidia/titan/pod1C/C-E-BUS-E1/info/activePower/value,"{""value"":103.006004,""timestamp"":{{timestamp_ms}},""quality"":1}"
1m4.3813201s,BMS/v1/PUB/Value/Sensor/AirDifferentialPressure/nvidia/titan/pod1C/rowE/environment/dp/dp01/feedback/value,"{""value"":0.028320372,""timestamp"":{{timestamp_ms}},""quality"":1}"
1m4.381763s,BMS/v1/PUB/Value/PowerMeter/ApparentPower/nvidia/titan/pod1C/C-E-BUS-E1/info/apparentPower/value,"{""value"":104.629,""timestamp"":{{timestamp_ms}},""quality"":1}"
1m4.3822061s,BMS/v1/PUB/Value/PowerMeter/Frequency/nvidia/titan/pod1C/rowE/rack05/C-E05-TAP-E2/frequency/value,"{""value"":60.009,""timestamp"":{{timestamp_ms}},""quality"":1}"
1m4.3849111s,BMS/v1/PUB/Value/PowerMeter/ActivePower/nvidia/titan/pod1C/rowE/rack05/C-E05-TAP-E1/power/activePower/value,"{""value"":28.731,""timestamp"":{{timestamp_ms}},""quality"":1}"
1m4.3852011s,BMS/v1/PUB/Value/PowerMeter/Current/nvidia/titan/pod1C/rowE/rack05/C-E05-TAP-E1/current/current/value,"{""value"":42.964687,""timestamp"":{{timestamp_ms}},""quality"":1}"
1m4.3886601s,BMS/v1/PUB/Value/PowerMeter/Current/nvidia/titan/pod1C/rowE/rack05/C-E05-TAP-E2/current/maxCurrent/value,"{""value"":33.524,""timestamp"":{{timestamp_ms}},""quality"":1}"
1m4.3895491s,BMS/v1/PUB/Value/PowerMeter/ActivePower/nvidia/titan/pod1C/rowE/rack05/C-E05-TAP-E2/power/activePower/value,"{""value"":19.096,""timestamp"":{{timestamp_ms}},""quality"":1}"
1m4.3903651s,BMS/v1/PUB/Value/Rack/RackLiquidReturnTemperature/nvidia/titan/pod1C/rowE/rack05/energyValve/returnTemperature/feedback/value,"{""value"":46.41,""timestamp"":{{timestamp_ms}},""quality"":1}"
1m4.3908881s,BMS/v1/PUB/Value/Rack/RackLiquidSupplyTemperature/nvidia/titan/pod1C/rowE/rack04/energyValve/supplyTemperature/feedback/value,"{""value"":32.9,""timestamp"":{{timestamp_ms}},""quality"":1}"
1m4.3918001s,BMS/v1/PUB/Value/PowerMeter/PhaseCurrent/nvidia/titan/pod1C/rowE/rack05/C-E05-TAP-E2/current/phase2/value,"{""value"":33.524,""timestamp"":{{timestamp_ms}},""quality"":1}"
1m4.3920511s,BMS/v1/PUB/Value/PowerMeter/Current/nvidia/titan/pod1C/rowE/rack05/C-E05-TAP-E1/current/maxCurrent/value,"{""value"":42.997,""timestamp"":{{timestamp_ms}},""quality"":1}"
1m5.1502851s,BMS/v1/PUB/Value/Sensor/AirTemperature/nvidia/titan/pod1C/rowE/environment/coldAisle/temperature/temp02/feedback/value,"{""value"":24.66851,""timestamp"":{{timestamp_ms}},""quality"":1}"
1m5.153579s,BMS/v1/PUB/Value/Rack/RackLiquidDifferentialPressure/nvidia/titan/pod1C/rowE/rack03/energyValve/dp/feedback/value,"{""value"":79.01,""timestamp"":{{timestamp_ms}},""quality"":1}"
1m5.1567281s,BMS/v1/PUB/Value/Sensor/AirRelativeHumidity/nvidia/titan/pod1C/rowE/environment/hotAisle/relativeHumidity/rH01/feedback/value,"{""value"":28.619057,""timestamp"":{{timestamp_ms}},""quality"":1}"
1m5.1588961s,BMS/v1/PUB/Value/Rack/RackLiquidFlow/nvidia/titan/pod1C/rowE/rack05/energyValve/flow/feedback/value,"{""value"":51.052,""timestamp"":{{timestamp_ms}},""quality"":1}"
1m5.1592743s,BMS/v1/PUB/Value/Rack/RackLiquidFlow/nvidia/titan/pod1C/rowE/rack06/energyValve/flow/feedback/value,"{""value"":50.933,""timestamp"":{{timestamp_ms}},""quality"":1}"
1m5.1599781s,BMS/v1/PUB/Value/Rack/RackLiquidFlow/nvidia/titan/pod1C/rowE/rack02/energyValve/flow/feedback/value,"{""value"":51.024,""timestamp"":{{timestamp_ms}},""quality"":1}"
1m5.1615101s,BMS/v1/PUB/Value/Rack/RackLiquidFlow/nvidia/titan/pod1C/rowE/rack03/energyValve/flow/feedback/value,"{""value"":49.772,""timestamp"":{{timestamp_ms}},""quality"":1}"
1m5.1619051s,BMS/v1/PUB/Value/Rack/RackLiquidFlow/nvidia/titan/pod1C/rowE/rack04/energyValve/flow/feedback/value,"{""value"":50.066,""timestamp"":{{timestamp_ms}},""quality"":1}"
1m5.1626773s,BMS/v1/PUB/Value/Rack/RackLiquidDifferentialPressure/nvidia/titan/pod1C/rowE/rack06/energyValve/dp/feedback/value,"{""value"":81.5,""timestamp"":{{timestamp_ms}},""quality"":1}"
1m5.1630261s,BMS/v1/PUB/Value/Sensor/AirRelativeHumidity/nvidia/titan/pod1C/rowE/environment/coldAisle/relativeHumidity/rH02/feedback/value,"{""value"":35.917587,""timestamp"":{{timestamp_ms}},""quality"":1}"
1m5.1666691s,BMS/v1/PUB/Value/PowerMeter/PhaseCurrent/nvidia/titan/pod1C/rowE/rack05/C-E05-TAP-E1/current/phase1/value,"{""value"":42.999,""timestamp"":{{timestamp_ms}},""quality"":1}"
1m5.1669261s,BMS/v1/PUB/Value/PowerMeter/PhaseCurrent/nvidia/titan/pod1C/rowE/rack05/C-E05-TAP-E1/current/phase3/value,"{""value"":42.996,""timestamp"":{{timestamp_ms}},""quality"":1}"
1m5.1671881s,BMS/v1/PUB/Value/Rack/RackLiquidReturnTemperature/nvidia/titan/pod1C/rowE/rack04/energyValve/returnTemperature/feedback/value,"{""value"":46.81,""timestamp"":{{timestamp_ms}},""quality"":1}"
1m5.1680631s,BMS/v1/PUB/Value/PowerMeter/ActivePower/nvidia/titan/pod1C/C-E-BUS-E2/info/activePower/value,"{""value"":111.061,""timestamp"":{{timestamp_ms}},""quality"":1}"
1m5.1682772s,BMS/v1/PUB/Value/PowerMeter/ApparentPower/nvidia/titan/pod1C/rowE/rack05/C-E05-TAP-E2/power/apparentPower/value,"{""value"":19.412,""timestamp"":{{timestamp_ms}},""quality"":1}"
1m5.1686991s,BMS/v1/PUB/Value/PowerMeter/PhaseCurrent/nvidia/titan/pod1C/rowE/rack05/C-E05-TAP-E2/current/phase1/value,"{""value"":27.864,""timestamp"":{{timestamp_ms}},""quality"":1}"
1m5.1689031s,BMS/v1/PUB/Value/PowerMeter/ApparentPower/nvidia/titan/pod1C/C-E-BUS-E2/info/apparentPower/value,"{""value"":112.911995,""timestamp"":{{timestamp_ms}},""quality"":1}"
1m5.1696731s,BMS/v1/PUB/Value/PowerMeter/Current/nvidia/titan/pod1C/rowE/rack05/C-E05-TAP-E2/current/current/value,"{""value"":28.81484,""timestamp"":{{timestamp_ms}},""quality"":1}"
1m5.1703151s,BMS/v1/PUB/Value/PowerMeter/Frequency/nvidia/titan/pod1C/rowE/rack05/C-E05-TAP-E1/frequency/value,"{""value"":60.011,""timestamp"":{{timestamp_ms}},""quality"":1}"
1m5.1710541s,BMS/v1/PUB/Value/PowerMeter/Voltage/nvidia/titan/pod1C/C-E-BUS-E1/info/voltage/voltage/value,"{""value"":408.26,""timestamp"":{{timestamp_ms}},""quality"":1}"
1m5.1725071s,BMS/v1/PUB/Value/Sensor/AirTemperature/nvidia/titan/pod1C/rowE/environment/hotAisle/temperature/temp01/feedback/value,"{""value"":28.60807,""timestamp"":{{timestamp_ms}},""quality"":1}"
1m5.3297891s,BMS/v1/PUB/Value/PowerMeter/PhaseCurrent/nvidia/titan/pod1C/rowE/rack05/C-E05-TAP-E1/current/phase2/value,"{""value"":42.906,""timestamp"":{{timestamp_ms}},""quality"":1}"
1m5.3323451s,BMS/v1/PUB/Value/Sensor/AirRelativeHumidity/nvidia/titan/pod1C/rowE/environment/coldAisle/relativeHumidity/rH01/feedback/value,"{""value"":32.346058,""timestamp"":{{timestamp_ms}},""quality"":1}"
1m5.3350351s,BMS/v1/PUB/Value/Sensor/AirTemperature/nvidia/titan/pod1C/rowE/environment/coldAisle/temperature/temp01/feedback/value,"{""value"":26.405457,""timestamp"":{{timestamp_ms}},""quality"":1}"
1m5.3396971s,BMS/v1/PUB/Value/PowerMeter/ApparentPower/nvidia/titan/pod1C/rowE/rack05/C-E05-TAP-E1/power/apparentPower/value,"{""value"":29.201,""timestamp"":{{timestamp_ms}},""quality"":1}"
1m5.342906s,BMS/v1/PUB/Value/Sensor/AirRelativeHumidity/nvidia/titan/pod1C/rowE/environment/hotAisle/relativeHumidity/rH02/feedback/value,"{""value"":29.959917,""timestamp"":{{timestamp_ms}},""quality"":1}"
1m5.3435631s,BMS/v1/PUB/Value/PowerMeter/Frequency/nvidia/titan/pod1C/C-E-BUS-E2/info/frequency/value,"{""value"":60.011,""timestamp"":{{timestamp_ms}},""quality"":1}"
1m5.3449221s,BMS/v1/PUB/Value/Sensor/AirDifferentialPressure/nvidia/titan/pod1C/rowE/environment/dp/dp02/feedback/value,"{""value"":0.054754764,""timestamp"":{{timestamp_ms}},""quality"":1}"
1m5.3465221s,BMS/v1/PUB/Value/PowerMeter/Frequency/nvidia/titan/pod1C/C-E-BUS-E1/info/frequency/value,"{""value"":60.013,""timestamp"":{{timestamp_ms}},""quality"":1}"
1m5.3478293s,BMS/v1/PUB/Value/CDU/LiquidPressure/nvidia/titan/pod1C/C-F00-CDU-05/primary/inlet/pressure/feedback/value,"{""value"":287.5115,""timestamp"":{{timestamp_ms}},""quality"":1}"
1m5.3495381s,BMS/v1/PUB/Value/Rack/RackLiquidSupplyTemperature/nvidia/titan/pod1C/rowE/rack05/energyValve/supplyTemperature/feedback/value,"{""value"":32.71,""timestamp"":{{timestamp_ms}},""quality"":1}"
1m5.3504581s,BMS/v1/PUB/Value/PowerMeter/ActivePower/nvidia/titan/pod1C/C-E-BUS-E1/info/activePower/value,"{""value"":103.013,""timestamp"":{{timestamp_ms}},""quality"":1}"
1m5.3512931s,BMS/v1/PUB/Value/PowerMeter/ApparentPower/nvidia/titan/pod1C/C-E-BUS-E1/info/apparentPower/value,"{""value"":104.643,""timestamp"":{{timestamp_ms}},""quality"":1}"
1m5.3514831s,BMS/v1/PUB/Value/PowerMeter/Frequency/nvidia/titan/pod1C/rowE/rack05/C-E05-TAP-E2/frequency/value,"{""value"":60.011,""timestamp"":{{timestamp_ms}},""quality"":1}"
1m5.3532101s,BMS/v1/PUB/Value/PowerMeter/ActivePower/nvidia/titan/pod1C/rowE/rack05/C-E05-TAP-E1/power/activePower/value,"{""value"":28.734,""timestamp"":{{timestamp_ms}},""quality"":1}"
1m5.3534271s,BMS/v1/PUB/Value/PowerMeter/Current/nvidia/titan/pod1C/rowE/rack05/C-E05-TAP-E1/current/current/value,"{""value"":42.967022,""timestamp"":{{timestamp_ms}},""quality"":1}"
1m5.3554341s,BMS/v1/PUB/Value/PowerMeter/Current/nvidia/titan/pod1C/rowE/rack05/C-E05-TAP-E2/current/maxCurrent/value,"{""value"":33.526,""timestamp"":{{timestamp_ms}},""quality"":1}"
